Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,151,151,1,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST-PwD,Gender-Neutral,65,65,1,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,17709,21265,1,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,5293,11993,1,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4090,4625,1,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2482,2482,1,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,616,616,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,15130,17914,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2401,2401,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5996,7514,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2170,4092,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1819,1819,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,1087,1087,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,1004,1004,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,23660,27917,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,11392,11392,1,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6027,6027,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,4057,5697,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,610,636,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1537,2036,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,761,1213,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,954,1022,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,244,244,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,121,121,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,8466,9636,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1527,1527,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3231,3605,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2045,2045,1,Uttar Pradesh
NIT Allahabad,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2309,2309,1,Uttar Pradesh
NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,209566,246429,1,Tripura
NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,31208,36480,1,Tripura
NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4723,21221,1,Tripura
NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,232116,232744,1,Tripura
NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,22654,22654,1,Tripura
NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6771,6771,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,107878,227432,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,28660,28660,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,26343,33544,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13219,30138,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,169779,217445,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,26425,26425,1,Tripura
NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,18721,26171,1,Tripura
NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,95674,196943,1,Tripura
NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13252,25242,1,Tripura
NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2862,11583,1,Tripura
NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,105101,175183,1,Tripura
NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,12515,13099,1,Tripura
NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2929,5094,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,23809,79419,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11722,23970,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3486,7730,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1968,17699,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,2854,2854,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,56724,88845,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,9004,11003,1,Tripura
NIT Agartala,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4025,13749,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,79539,167441,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,36686,36686,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11267,21275,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,9647,17738,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,108241,164742,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,9207,25650,1,Tripura
NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,6702,12370,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,42120,123335,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,23926,36369,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8577,19308,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,15235,28591,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,97552,136283,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,11949,21496,1,Tripura
NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,20443,21929,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,57787,168371,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,24686,28862,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8940,19904,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5030,22728,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,191892,216342,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,21270,29951,1,Tripura
NIT Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,22619,25900,1,Tripura
NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,125548,214054,1,Tripura
NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,25682,31212,1,Tripura
NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,24460,43568,1,Tripura
NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,168380,185333,1,Tripura
NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,22637,30691,1,Tripura
NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,36432,43174,1,Tripura
NIT Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,208232,266625,1,Tripura
NIT Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,33472,38198,1,Tripura
NIT Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,25552,40093,1,Tripura
NIT Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,222116,288420,1,Tripura
NIT Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,36146,40008,1,Tripura
NIT Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,13381,37974,1,Tripura
NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,GEN,Gender-Neutral,230820,266654,1,Tripura
NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,23754,32003,1,Tripura
NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,Gender-Neutral,19419,32463,1,Tripura
NIT Agartala,"Mathematics and Computing (5 Years, Integrated Master of Technology)",HS,GEN,Gender-Neutral,168979,242251,1,Tripura
NIT Agartala,"Mathematics and Computing (5 Years, Integrated Master of Technology)",HS,EWS,Gender-Neutral,33432,33432,1,Tripura
NIT Agartala,"Mathematics and Computing (5 Years, Integrated Master of Technology)",HS,SC,Gender-Neutral,27407,31903,1,Tripura
NIT Agartala,"Mathematics and Computing (5 Years, Integrated Master of Technology)",HS,ST,Gender-Neutral,13014,26866,1,Tripura
NIT Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,GEN,Gender-Neutral,127693,213782,1,Tripura
NIT Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,Gender-Neutral,29035,29443,1,Tripura
NIT Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,ST,Gender-Neutral,13041,16722,1,Tripura
NIT Agartala,"Chemistry (5 Years, Integrated Master of Science)",HS,GEN,Gender-Neutral,170721,231361,1,Tripura
NIT Agartala,"Chemistry (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,20558,23253,1,Tripura
NIT Agartala,"Chemistry (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,13376,19136,1,Tripura
NIT Agartala,"Chemistry (5 Years, Integrated Master of Science)",HS,GEN-PwD,Gender-Neutral,2960,2960,1,Tripura
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,22913,31146,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4948,4948,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8238,8482,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,1017,1017,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8565,8824,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,11941,11941,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,22681,30899,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9013,9013,1,Kerela
NIT Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6812,6812,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,18663,26712,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3876,6033,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6849,8124,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5515,8880,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8110,29012,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,2386,2386,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,990,990,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,29240,30509,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,8782,8782,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,7985,9266,1,Kerela
NIT Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,11158,11248,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,12507,28273,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6367,6814,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6741,8620,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3000,8632,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4315,9347,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,195,195,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,20939,28649,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,5002,5002,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,8205,9149,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4248,7291,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1537,1537,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,691,691,1,Kerela
NIT Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Female-Only,921,921,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,2201,10222,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1162,1418,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2154,3245,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,225,1402,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1306,3671,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,408,408,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,177,177,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,5131,14420,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2862,2862,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3469,4506,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4677,5526,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1897,1897,1,Kerela
NIT Calicut,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,503,503,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,8023,14769,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1820,2452,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3281,4162,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,933,4960,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8862,13425,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,13922,19167,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,5567,5567,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,5094,6048,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2924,6851,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4818,4818,1,Kerela
NIT Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Female-Only,2794,2794,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,14969,24341,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6336,6336,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6367,6716,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5989,9089,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,1832,1832,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,944,944,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,17534,17534,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9368,9368,1,Kerela
NIT Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Female-Only,10942,10942,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,22434,28259,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6647,6647,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7899,8340,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9300,10954,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,2169,2169,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,31518,31518,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9801,9801,1,Kerela
NIT Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1659,1659,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,10629,20480,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3059,4883,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4800,6275,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3576,8017,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1485,33534,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,272,272,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,102,102,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,18659,28015,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,9142,9142,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,8155,9593,1,Kerela
NIT Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,8849,13965,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,9703,18966,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2737,4740,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4317,5647,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4634,8342,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5659,17577,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,182,182,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,18203,23552,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,7909,7909,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,6378,8075,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,5362,8229,1,Kerela
NIT Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3979,3979,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,21047,28926,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6558,6558,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7795,9553,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9537,10230,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,GEN-PwD,Gender-Neutral,1517,1517,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,GEN,Female-Only,28751,33618,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,9158,9158,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9454,9454,1,Kerela
NIT Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,14037,14037,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,GEN,Gender-Neutral,321,1258,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,333,333,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,437,504,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,394,483,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,63,586,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,GEN-PwD,Gender-Neutral,59,59,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,GEN,Female-Only,603,972,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-Only,496,496,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,SC,Female-Only,124,124,1,Kerela
NIT Calicut,"Architecture  (5 Years, Bachelor of Architecture)",HS,ST,Female-Only,211,211,1,Kerela
NIT Delhi,"Computer Science (4 Years, Bachelor of Technology)",HS,GEN,Gender-Neutral,4867,6577,1,Delhi
